group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
1,Pgant9,47.338642,5.3912787,7.192531649178106e-134,1.514217189300654e-132,1.0,0.5140003027092478
1,Sarm,40.12191,5.2029624,5.751378671329056e-112,1.0750240507157115e-110,0.9871244635193133,0.43211745118813377
1,cpx,11.770961,5.189687,2.1048308850777533e-25,8.825286729885759e-25,0.45493562231759654,0.028606023914030575
1,CG7884,13.383355,5.0640078,1.0740404661242754e-30,5.277840128374818e-30,0.5493562231759657,0.046768578780081733
1,CG13024,11.307059,4.9800477,6.446387875938918e-24,2.59934994997537e-23,0.4678111587982833,0.042076585439685184
1,Epac,20.042198,4.714459,8.161065604314903e-53,7.319341349161348e-52,0.759656652360515,0.0690177084909944
1,CG42590,9.440034,4.653931,4.008443032646544e-18,1.3383783080622853e-17,0.3261802575107296,0.013319206901770849
1,CG10211,4.8485656,4.6104383,2.27402650049431e-06,4.659890369865389e-06,0.12446351931330472,0.004994702588164069
2,lncRNA:CR44833,20.536827,7.015609,3.633976136754984e-51,1.2978486202696372e-50,0.74,0.06370481927710843
2,kirre,19.809061,6.7543893,4.040043148308858e-49,1.4052323994117768e-48,0.76,0.17349397590361446
2,CG43902,14.286872,6.6789,2.3716381095916028e-32,6.718521556916722e-32,0.585,0.025903614457831327
2,CG3588,6.2208543,6.240224,2.859517279269935e-09,5.3349202971454e-09,0.185,0.004367469879518073
2,CG9650,15.757327,6.0431905,6.72039883329978e-37,2.033403580423534e-36,0.62,0.05572289156626506
2,lncRNA:CR44357,14.937803,5.8727336,2.167283098957976e-34,6.318609617953282e-34,0.61,0.05677710843373494
2,rst,14.782887,5.8262563,6.797808410561609e-34,1.9732390161281885e-33,0.59,0.04503012048192771
2,lncRNA:CR32730,11.736229,5.67846,1.581992144968803e-24,4.030553235589307e-24,0.455,0.024397590361445783
2,lncRNA:CR45082,11.42534,5.581678,1.3859183134493732e-23,3.495380361789087e-23,0.445,0.029518072289156625
2,y,6.197943,5.474074,3.227227684919207e-09,6.004144530082245e-09,0.18,0.006325301204819277
2,bi,12.308004,5.42166,2.827731487972998e-26,7.354308161178147e-26,0.49,0.040512048192771086
2,lncRNA:CR32773,13.370341,5.200767,1.496836385152417e-29,4.0841374765413837e-29,0.545,0.08478915662650602
2,lncRNA:CR45482,4.9029446,4.996972,1.953263100379142e-06,3.266326254814619e-06,0.125,0.005421686746987952
2,CG43689,7.9593906,4.986519,1.2789819939178936e-13,2.718346427030592e-13,0.29,0.01897590361445783
2,lncRNA:CR43836,20.284506,4.974348,1.2344753006137742e-50,4.393150535992078e-50,0.815,0.30180722891566264
2,ovo,17.004782,4.791191,8.56486688265847e-41,2.7451496418777146e-40,0.695,0.12590361445783133
2,dhd,45.444435,4.661447,2.2362107130031605e-124,1.3192983557540769e-123,0.98,0.31069277108433735
2,CG15312,15.2196865,4.5955787,2.68909050281449e-35,7.979497040992551e-35,0.64,0.11039156626506023
2,asRNA:CR45481,9.2360525,4.5940547,3.8184831187586827e-17,8.717997988033522e-17,0.37,0.03629518072289157
2,CBP,11.146109,4.5370164,9.391846001856991e-23,2.3391895396904087e-22,0.445,0.05120481927710843
2,cac,10.176264,4.413115,7.187930938169767e-20,1.727868013983117e-19,0.415,0.0391566265060241
2,otu,11.210422,4.2027154,5.916502661474023e-23,1.4791256653685055e-22,0.475,0.07289156626506024
2,CG42450,6.922083,4.154529,5.924277132085431e-11,1.1731241845713725e-10,0.235,0.020933734939759037
2,Sep4,9.279612,4.1454043,2.856392396760021e-17,6.551358708165186e-17,0.365,0.04608433734939759
2,CG15309,11.773629,4.0164456,1.152876122962138e-24,2.948532283790634e-24,0.535,0.125
3,Eaat1,13.302997,9.804884,7.137018150535894e-23,3.641335791089742e-22,0.7555555555555555,0.004740740740740741
3,CG43333,22.95465,8.242312,2.8191740219139307e-39,2.647111757665663e-38,0.9111111111111111,0.0642962962962963
3,Cyp4p3,9.07387,8.19274,2.6365671108361937e-14,9.349528761830475e-14,0.6111111111111112,0.011259259259259259
3,CG43102,15.698322,8.126217,2.1805568672266294e-27,1.346022757547302e-26,0.8222222222222222,0.030666666666666665
