8,Cp16
8,Src42A
8,CG15221
8,Nox
8,CG10960
8,ec
8,CG8301
8,CG12075
8,Prm
8,CG7884
8,sim
8,CG31955
8,CG10939
8,Esp
8,ITP
8,CG12177
8,Sod3
8,CG42663
8,Rchy1
8,CG16926
8,CG13954
8,Oct-TyrR
8,hebe
8,CG11537
8,CG12768
8,RhoGAP92B
8,Pdp1
8,CG9864
8,Rcd6
8,Mur2B
8,CG15571
8,lncRNA:CR45018
8,sbm
8,CG17600
8,lncRNA:CR45156
8,CG43340
8,CG6006
8,Octbeta2R
8,CG18507
8,CG10175
8,sano
8,CG13377
8,CG12769
8,yin
8,ndl
8,CG9628
8,CG3168
8,Cp18
8,IP3K2
8,CG4066
8,nuf
8,cwo
8,lncRNA:CR45048
8,Cyp18a1
8,CG30069
8,Fur2
8,Dmtn
8,DOR
8,sfl
8,Pect
8,asRNA:CR43906
9,GstT4
9,Jhe
9,CG34417
9,lncRNA:CR45756
9,Ilp8
9,lncRNA:CR43250
9,dpr8
9,CG3348
9,Irc
9,Octbeta2R
9,plx
9,lncRNA:CR44914
9,Gadd45
9,CG14535
9,sog
9,Dscam1
9,Nrg
9,CG33080
9,Lac
9,CG16700
9,Ugt301D1
9,Nha1
9,CG15279
9,Oatp74D
9,mgl
9,sim
9,Zip89B
9,sff
9,CG9394
9,CG12991
9,nahoda
9,CG32137
9,atilla
9,asRNA:CR46070
9,CG9864
9,CG15365
9,CG7378
9,lncRNA:CR42862
9,CG6766
9,CG8740
9,CG7227
9,CG44325
9,Paip2
9,LRR
9,Irk1
9,CG9626
9,Cyp4aa1
9,MESR3
9,pdgy
9,CG2641
9,CG10939
9,CG2841
9,Pkc53E
9,dpr13
9,magu
9,Gli
9,CG12992
9,ImpL2
9,Fs
9,CG32944
9,CG32816
9,Pvf1
9,CG14401
9,Tie
9,rut
9,CG9628
9,Atg8a
9,red
9,CG9336
9,luna
9,slow
9,CG43340
9,CG43066
9,Ten-a
9,Cyp313a4
9,Oamb
9,sona
9,lncRNA:CR45453
9,Pka-C3
9,Nox
9,CG15721
9,gol
9,blow
9,AANAT1
9,LRP1
9,Rchy1
9,CG9328
9,Cyp4s3
9,CG6847
9,ush
9,Asph
9,CG33298
9,DOR
9,CG12517
9,CG18268
9,sbm
9,kon
9,trn
9,fok
9,Spn88Ea
10,CG5326
10,ana
10,Ccdc85
10,spri
10,bond
10,CG8303
10,CrebA
10,CG31145
10,H15
10,nemy
10,Tsp74F
10,lncRNA:CR43314
10,CG42747
10,pip
10,CG4629
10,CG42524
10,CG31869
10,Cad86C
10,shd
10,rols
10,ELOVL
10,lncRNA:CR43146
10,mid
10,CG17816
10,peb
10,pxb
10,betaTub60D
10,CG6040
10,Cad99C
10,mirr
10,lute
10,Msp300
10,wdp
10,CG10283
10,Sam-S
10,CG34347
10,side-V
10,CG30089
10,Tmhs
10,MYPT-75D
10,asRNA:CR46089
10,Swim
10,lncRNA:CR43264
10,Pvr
10,Mob2
10,Pdp1
10,CG9449
10,lncRNA:alphagamma-element:CR32865
10,CG13300
10,osp
10,dsb
10,lncRNA:CR33963
10,InR
10,wb
10,stl
10,CG10936
10,Shrm
10,mld
10,AdamTS-A
10,CG17119
10,Myo61F
10,a
10,bnl
10,CG17646
10,brwl
10,CG34120
10,ena
10,Eip75B
10,bbg
10,ptc
10,vri
10,GlcAT-P
10,Mur2B
10,wun
10,RhoGEF64C
10,Zasp52
10,pnt
10,sona
10,CG31324
10,ImpL2
10,Gclc
10,CG42673
10,CG5953
10,CG17124
10,asRNA:CR45185
10,toc
10,Ttd14
10,sty
10,ndl
10,Ilp6
10,Cyp18a1
10,rgn
10,E(spl)mbeta-HLH
10,ttk
10,CG34325
10,CG5065
10,CG31522
10,CG9747
10,NK7.1
10,Snoo
11,dhd
11,Cyp1
11,CycB
11,Df31
11,me31B
11,RNASEK
11,gnu
11,Nlp
11,CG11825
11,smt3
11,CG11267
11,roh
11,hoip
11,wisp
11,fabp
11,BigH1
11,His2Av
11,CG32267
11,CG14545
11,COX7A
11,pgc
11,UK114
11,RpL10
11,mtrm
11,cype
11,lncRNA:CR42861
11,Fkbp12
11,stg
11,mRpL12
11,Jabba
11,spt4
11,swa
11,CycA
11,plu
11,san
11,Tim8
11,CG15168
11,mRpS10
11,CG34132
11,Tom7
11,VhaM9.7-b
11,CG11674
11,COX7C
11,alphaTub67C
11,mRpS18A
11,ND-ACP
11,Tom20
11,Grx1
11,Mos
11,kuk
11,vih
11,sun
11,yl
11,ND-B22
11,CG15715
11,Neb-cGP
11,Pen
11,GstE11
11,CG14210
11,CG34200
11,janA
11,Tom40
11,UQCR-11
11,ATPsynD
11,COX4
11,UQCR-6.4
11,SmE
11,fs(1)Ya
11,exu
11,Dph5
11,CG17776
11,Sms
11,CG10863
11,Phf5a
11,Rpb10
11,CR14033
11,CG44242
11,RpL39
11,Adi1
11,bru1
11,Gclm
11,gwl
11,ATPsynCF6
11,CG6937
11,REG
11,Sod1
11,CG4949
11,smg
11,CG10254
11,mRpL13
11,ATPsynE
11,ND-MLRQ
11,Pomp
11,CG13773
11,ATPsynG
11,lok
11,mRpS16
11,ND-B15
11,Gip
11,CG9034
12,Ldsdh1
12,l(3)72Dr
12,CG15570
12,srp
12,Cad74A
12,CG43333
12,CG7888
12,Slc45-1
12,CG7912
12,RhoGEF64C
12,yellow-g
12,CG1077
12,Pgant9
12,CG32645
12,CG13737
12,CG33223
12,lncRNA:CR45170
12,CG13114
12,Muc4B
12,lncRNA:CR45156
12,CG1124
12,siz
12,Rgl
12,tok
12,CG30334
12,yellow-g2
12,CG15117
12,CG31121
12,CG11381
12,CG9815
12,Pde9
12,CG43965
12,CG43901
12,CG10163
12,CG43340
12,CG32647
12,CG31559
12,Spn
12,jbug
12,CG15571
12,PH4alphaPV
12,CG12493
12,Tmhs
12,Sur
12,CG4009
12,CG1358
12,red
12,Cp38
12,alpha-Est9
12,btsz
12,bmm
12,if
12,mino
12,Reg-2
12,CG31886
12,CG5828
12,CG30460
12,CG13113
12,senju
12,CG43102
12,bru2
12,Buffy
12,ck
12,Cp7Fa
12,cu
12,Cp36
12,CG4467
12,CG18622
12,ush
12,mam
12,CG2556
12,CG10621
12,Mob2
12,lncRNA:CR46258
12,CG10175
12,CG14356
12,Cp7Fc
12,Lmpt
12,CG33298
12,CG14441
12,Pcyt1
12,CG4661
12,how
12,CG15221
12,Amph
12,CG12075
12,Vinc
12,CG13377
12,CG6836
12,CG3168
12,dysc
12,cpo
12,Femcoat
12,CG4839
12,Snoo
12,lncRNA:CR44289
12,Exn
12,CG13084
12,Swip-1
12,C1GalTA
13,CG34375
13,CG7910
13,comm3
13,CG13138
13,CG8051
13,CG6847
13,CG15431
13,CG15721
13,lectin-46Ca
13,CG12926
13,DOR
13,sand
13,Pvf1
13,rut
13,Nrg
13,asRNA:CR43636
13,slow
13,prage
13,CG32137
13,CG1648
13,Cyp4aa1
13,Paip2
13,Nha2
13,CG12517
13,CG1698
13,CG12991
13,Nep2
13,sff
13,atilla
13,Mco1
13,sqa
13,Fas3
13,Smg5
13,CG32816
13,lncRNA:CR42862
13,Atg8a
13,CG12065
13,RhoL
13,Dip-B
13,lncRNA:CR45018
13,Pka-C3
13,Nos
13,Oamb
13,CG15211
13,Fim
13,Mmp2
13,CG31038
13,Ilp8
13,Men
13,Myo31DF
13,CG5958
13,CG13868
13,luna
13,plx
13,Lac
13,Octbeta2R
13,CG14253
13,CG8740
13,Cyp313a4
13,kay
13,CG3777
13,CG12992
13,lncRNA:CR45453
13,IP3K2
13,CG17121
13,mgl
13,MESR3
13,RhoGAP100F
13,Hk
13,trn
13,Cyp4g1
13,CG9864
13,Cyp6a9
13,CG7227
13,Sap47
13,sra
13,CG6051
13,Thor
13,pigs
13,Acsl
13,CG14207
13,PIP82
13,CG16721
13,zormin
13,Nha1
13,pst
13,dpr8
13,Cat
13,CG12123
13,CG30456
13,CG9328
13,gol
13,Chmp1
13,pdgy
13,CG8399
13,CG32642
13,CG7220
13,CG13784
13,CG5445
13,CG10939
14,NKCC
14,Tusp
14,Muc12Ea
14,Octbeta2R
14,CG15927
14,DOR
14,nahoda
14,Ilp7
14,rut
14,pigs
14,Mco1
14,CG15120
14,Oamb
14,CG31183
14,CG31928
14,Tret1-1
14,Nha1
14,Ilp8
14,Cat
14,Men
14,CG9864
14,Nrg
14,drd
14,CG9626
14,sog
14,CG31661
14,Treh
14,CG10960
14,Pvf1
14,Ncc69
14,CG31100
14,Plc21C
14,smash
14,Pde1c
14,Hs3st-A
14,CG18507
14,atilla
14,CG34141
14,CG43066
14,sim
14,Oatp74D
14,CG6006
14,slif
14,dnr1
14,CG10939
14,qvr
14,Atg8a
14,plx
14,CG6508
14,Drip
14,Fas3
14,pwn
14,Pkc53E
14,CG32137
14,lncRNA:CR43459
14,Nos
14,CG43135
14,GV1
14,MESR3
14,Bx
14,lncRNA:CR45585
14,CG30069
14,CG31921
14,dpr8
14,Paip2
14,CG5004
14,CG13784
14,pdgy
14,CG7378
14,CG43050
14,Pde9
14,CG31145
14,Cyp4s3
14,CG31678
14,CG31974
14,CG3726
14,CG12991
14,dpr13
14,Atf3
14,luna
14,CG33144
14,CG14688
14,CG15249
14,fok
14,CG43755
14,CG17834
14,SP1173
14,CG31038
14,CG1698
14,hoe1
14,CG15279
14,hebe
14,Tie
14,Mgat2
14,Alp4
14,CG6928
14,slow
14,CG32369
14,ine
14,Acsl
15,CG15890
15,amd
15,snu
15,CG7365
15,CG5973
15,alpha-Est8
15,Cp7Fb
15,Msr-110
15,CG32645
15,CG4998
15,dsb
15,ple
15,comm2
15,CG43394
15,CG42237
15,Eip74EF
15,CG3823
15,Cp7Fc
15,emp
15,CG5191
15,CG5160
15,CG2772
15,CG2841
15,Osi2
15,Obp19d
15,lncRNA:CR45052
15,drd
15,CG17169
15,CG42747
15,lncRNA:CR45668
15,CG33056
15,mgl
15,CG13284
15,CG7778
15,jbug
15,Ir7c
15,CG2556
15,CG10237
15,Treh
15,Obp19c
15,lncRNA:CR44830
15,exp
15,Sema2b
15,prage
15,Cad99C
15,ELOVL
15,geko
15,CG11381
15,egr
15,Tsp66E
15,Pgant2
15,CG14834
15,CG6836
15,Taz
15,CG6126
15,CG14187
15,CG10407
15,CG9098
15,CG30377
15,Cad74A
15,Cad87A
15,Picot
15,wtrw
15,Gale
15,CG14309
15,Tmhs
15,dec-1
15,CG2765
15,Fcp3C
15,CG31121
15,CG9449
15,CG11353
15,Esp
15,bdg
15,qm
15,lncRNA:CR44707
15,CG15221
15,CG14073
15,yrt
15,CG9747
15,yin
15,CG6472
15,JhI-21
15,Lmpt
15,Sema5c
15,if
15,CG33298
15,CG31191
15,Pgant5
15,bol
15,CG31710
15,CG13299
15,CG30456
15,CG10936
15,CG9864
15,mrj
15,Exn
15,Nost
15,btsz
15,CG14995
16,CG7512
16,CG11529
16,Cln3
16,CG4462
16,dpp
16,cv-2
16,Hr4
16,ImpL2
16,CG17839
16,CG13003
16,beat-IIIc
16,CG32568
16,CG17124
16,CG32982
16,CG11378
16,Sam-S
16,CG10089
16,Fbxl7
16,Dg
16,rols
16,su(r)
16,eya
16,Galphaf
16,CG12290
16,CG10062
16,CG6040
16,CG5002
16,Inx7
16,CG42524
16,luna
16,RhoGEF64C
16,spri
16,Syx4
16,Ptr
16,klu
16,lncRNA:CR43314
16,rgn
16,Timp
16,nrv2
16,rho
16,stv
16,CG9801
16,Syn
16,CG31869
16,cpo
16,Kal1
16,CG6891
16,CAP
16,AdamTS-A
16,goe
16,CG14830
16,Cda5
16,CG30440
16,CG13377
16,asRNA:CR46089
16,CG9743
16,Adk1
16,peb
16,CG15347
16,Nrt
16,Eip75B
16,CG9518
16,CG10479
16,CG17119
16,Lip4
16,GlcAT-P
16,CG4250
16,InR
